Designator,Mid X,Mid Y,Rotation,Layer
C1,0.0,-3.4,0.0,bottom
FFC1,0.0,-6.1975,0.0,top
H1,-5.0,-1.0,90.0,top
H2,5.0,-1.0,270.0,top
US1,0.0,0.0,0.0,top
